Manufacturer name;Manufacturer part number;PAR part number;Product name;Vendor account;Last receipt date
PEAK TECHNOLOGIES;12340023134;754001901;Lbl-Wht Polimide Film;INT52;2/21/2022
PEAK-RYZEX, INC.;12340023134;754001901;Lbl-Wht Polimide Film;HAR22;2/15/2021
PEAK-RYZEX, INC.;12340023134;754001901;Lbl-Wht Polimide Film;INT52;2/21/2022
NCR Media Products;123592;A3804A;RIBBON,BLK INK M38XX PTRS;;
VISION;1250;363015801;Battery 12v 5ah Lead Acid;AMA04;4/19/2022
VISION;1250;363015801;Battery 12v 5ah Lead Acid;NEW47;9/21/2020
QSR;125-1001;988018401;Ethernet Ctrlr/Pwr Supply Yum;QSR01;7/26/2021
QSR;125-1001 (MUST BE BOXED & LABELED) Build 14 or higher;988018401;Ethernet Ctrlr/Pwr Supply Yum;QSR01;7/26/2021
QSR;125-2006 (KFC Only) WEC7;988016406;Ethernet Video Controller  PS  KFC Only;QSR01;7/6/2022
QSR;125-2014 (MUST BE BOXED ONLY) TB CE6);988016403;Ethernet Video Controller  PS;QSR01;6/21/2022
QSR;125-3305;986002803;"B/B W/O 8"" Pigtail & Overlay";QSR01;4/20/2022
QSR AUTOMATIONS, INC.;125-3305;986002803;"B/B W/O 8"" Pigtail & Overlay";QSR01;4/20/2022
QSR;125-3310;986002801;Qsr Kp-7500 Bump Bar W/Ps2 C/A;QSR01;3/17/2023
QSR AUTOMATIONS, INC.;125-3325;986002807;KP-7500 Bump Bar with 25ft P/S2 Cable;QSR01;11/29/2022
QSR;125-3610;986002804;Qsr Bump Bar W/Usb Cable;QSR01;3/8/2023
QSR AUTOMATIONS, INC.;125-3615;986002805;KP-7500 BB with 15' USB Cable;QSR01;12/5/2022
QSR;125-3615;986002805;KP-7500 BB with 15' USB Cable;QSR01;12/5/2022
QSR AUTOMATIONS, INC.;125-4100;986002802;"B/B 8"" Pigtail";;
VERIFONE;126366-001;980026262;L Comp Dr Ltch:R4-10-11-201-10;VER08;3/16/2022
VERIFONE;129906-001;980026206;Epson T88v Printer Rollers;;
Essentra Components;12SWS0207;842014601;Shoulder Washer 12SWS0207;;
EPSON EPS12;1303236;980014540;Auto Cutter;;
SCAN SOURCE;131257-E2;269035585;Lane 3000 W/Power Supply and USB cable with Tripos injection;POS37;2/8/2023
legrand;13172;C8600R;Usb Ptr Cble 2 Meters Rohs;CAB02;2/14/2023
VERIFONE;132-601-00-R;980022204;I/O Module, Berg Only, Audio, No Tailgate;VER08;2/20/2023
QSR;133-8112;001824702;Pwr Sup W/Pwr Cord (Purch);QSR01;2/3/2023
MONOPRICE.COM;134539;542010401;PAR KDS Bracket;MON35;6/28/2021
Monoprice;13580;7001596200;Cable Assy - 3FT HDMI;;
QSR AUTOMATIONS, INC.;135-9000;294006901;KP-9000 Wireless Keypad w/USB Dongle;QSR01;12/2/2022
QSR;135-9003;980026901;Top With Membrane;;
IEI INTEGRATION CORP;135F635-00-102-RS;980029523;M3716/T PCBA;;
VERIFONE;136384-001;980026218;Loop Strap W/Adhesive (Roll);;
VERIFONE;136494-001;980026217;Strain Relief;;
VERIFONE;137833-001;980026250;Main Door Lock;VER08;8/8/2022
VERIFONE;137843-001;980026248;Main Door Ltch:R4-10-11-501-10;;
VERIFONE;137847-001;980026249;Main Door Ltch:R4-10-21-501-10;;
JAMESTOWN CONTAINER COMPANIES;1403474.ARD;850012002;Sub Pk Rsc Only;ONE01;3/7/2022
JAMESTOWN CONTAINER COMPANIES;1403476.ARD;850000802;Carton Subpack Term/Ptr;ONE01;10/11/2022
JAMESTOWN CONTAINER COMPANIES;1403497.ARD;850002401;Carton Sos Box 11-5/8x10-1/2x3;ONE01;2/28/2023
JAMESTOWN CONTAINER COMPANIES;1403499.ARD;850004801;Sub Pack - Kit 6x6x4.25;ONE01;1/25/2023
JAMESTOWN CONTAINER COMPANIES;1403500.ARD;850000701;Subpack-Outer Cartonp/S&Term;ONE01;1/6/2022
STORM;1406-33011-0776;980028216;Audio-Navigation, 6 Key Device with USB Audio;STO77;11/21/2022
STORM;1406-33011-0776;980028216;Audio-Navigation, 6 Key Device with USB Audio;TAC01;10/12/2021
EPSON EPS12;1422990;980014526;Case,Lower;;
EPSON EPS12;1422993;980014523;Cover,Roll Paper;;
EPSON EPS12;1422994;980014519;Cover,Cutter;;
NCR;1432-C631-0007;467036801;Cble +12v Pwr To 59977 Hirose;NCR10;1/6/2021
NCR CORPORATION;1432-C631-0007;980029602;MFC 1.5 12V USB Cable for Remote 2x20 Display;MID50;6/8/2021
NCR CORPORATION;1432-C631-0007;980029602;MFC 1.5 12V USB Cable for Remote 2x20 Display;NCR10;3/1/2023
NCR;1432-C631-0007-cross ref pn 497-0514186;980029602;MFC 1.5 12V USB Cable for Remote 2x20 Display;MID50;6/8/2021
NCR;1432-C631-0007-cross ref pn 497-0514186;980029602;MFC 1.5 12V USB Cable for Remote 2x20 Display;NCR10;3/1/2023
Lansberg Orora;1435373;7002644884;Pack Assy - Plain (no logo) carton & Foam Set;;
ADATA;14462558;950010802;BiCS4 TLC SSD 2.5 SATA 128GB;TRA18;12/17/2021
ADATA;14462559;950010810;BiCS4 TLC SSD 2.5 SATA 256GB;;
UNICORP;1451-M12-F21-632;874006412;Standoff Hex Stl 6-32 X 1.00;;
QSR;145-2505;988019701;Qsr Dx-3000 Controller;;
QSR AUTOMATIONS, INC.;145-2510;988023602;HP t640 Controller - Zaxby;QSR01;12/2/2022
EPSON EPS12;1486187;980014534;Case Rear Sub Assy;;
IEI INTERGRATION CORP;150H05A1;980018608;"15"" Touch Screen P-Cap";ICP01;8/12/2021
IEI INTERGRATION CORP;150H05A1;980018609;"15"" Tch Scr Flat Resistive";ICP01;8/12/2021
EPSON EPS12;1510357;980014509;Mechanism Assy;;
legrand;15200;920000131;StarTech 10 Ft Blue Cat6 Patch Cable;;
EPSON EPS12;1521035;980017609;Cvr Roll Paper Aa Tm-T88v;EPS12;2/6/2023
CDW;1539264;633000401;M6 Hardware Kit;CDW01;11/19/2019
EPSON EPS12;1569168;980027459;Guide Roll Paper Ncr Assy;EPS12;1/18/2023
EPSON EPS12;1569168-8336;980024102;40mm Spacer;EPS12;12/20/2022
Belden Wire and Cable;1583A;465006310;CBL CAT5e YLW N-PLN 1000';SIM01;1/12/2023
Belden Wire and Cable;1583A;465006315;Cbl Cat5e Ylw N-Plen 500'Taco;SIM01;1/3/2023
BELDEN;1583A;465006301;Obs Cbl Cat5e Ylw 4pr Non-Plen;;
BELDEN;1583A;465006310;CBL CAT5e YLW N-PLN 1000';SIM01;1/12/2023
BELDEN;1583A;465006315;Cbl Cat5e Ylw N-Plen 500'Taco;SIM01;1/3/2023
BELDEN;1585A;467012101;1000 Foot Spool - Cat5e Network Cable;PTCB;2/21/2022
BELDEN;1585A;467012101;1000 Foot Spool - Cat5e Network Cable;SIM01;3/16/2023
Belden Electronics Div.;1585A;467012101;1000 Foot Spool - Cat5e Network Cable;PTCB;2/21/2022
Belden Electronics Div.;1585A;467012101;1000 Foot Spool - Cat5e Network Cable;SIM01;3/16/2023
SIMCONA ELECTRONICS CORPORATION;1585A-YEL-333;465006501;300 Foot Spool - Cat5e Network Cable;PTCB;2/21/2022
SIMCONA ELECTRONICS CORPORATION;1585A-YEL-333;465006501;300 Foot Spool - Cat5e Network Cable;SIM01;3/13/2023
SIMCONA ELECTRONICS CORPORATION;1585A-YEL-333;465006501;300 Foot Spool - Cat5e Network Cable;WES25;5/23/2022
Monoprice;15867;542007404;Wall Mount Bracket Adjustable;MON35;5/24/2022
EPSON EPS12;1598375;980027412;Plate Spring Holder;EPS12;10/31/2022
OMNITRONICS;15USBBBCBL/BL;980019217;15 Ft Bump Bar Cable;OMN03;6/8/2022
EPSON EPS12;1602279;980027407;Frame Front;EPS12;11/22/2021
SCHNITZER;1606;933103005;L'Wash 6 Ext Th Ss;HAR22;11/6/2019
SCHNITZER;1606;933103005;L'Wash 6 Ext Th Ss;THR10;3/14/2023
SHAKEPROOF;1606-00;933103005;L'Wash 6 Ext Th Ss;HAR22;11/6/2019
SHAKEPROOF;1606-00;933103005;L'Wash 6 Ext Th Ss;THR10;3/14/2023
EPSON EPS12;1611282;980017605;Mech Assy Aa Tm-T88v Eps;;
Monoprice;16124;542007403;WALL MOUNT BRACKET;MON35;8/13/2021
Monoprice;16124;542011801;Adjustable Tilt & Swivel Wall Mount Bracket;;
SCHNITZER;1618;933103010;L'Wash 5/16 Ext Th Ss;;
SHAKEPROOF;1618-00;933103010;L'Wash 5/16 Ext Th Ss;;
EPSON EPS12;1651190;980014545;Print Head Assy;;
EPSON EPS12;165686800;980030401;Guide ,Roll, Paper, MD Ass'y 58mm;;
VELCRO;166624 OR 151501;881001901;Cable Tie-Hook & Loop;HAR22;10/29/2021
EPSON EPS12;1691547;980024356;Auto Cutter Unit,D;EPS12;3/2/2022
JAMESTOWN CONTAINER COMPANIES;1703061;850011202;T-Box;ONE01;10/3/2022
CRANE PAYMENT SOLUTIONS;170-309R;980011723;P/S Switching 32v, 70;TEL01;4/18/2020
CRADLE POINT;170509-000;987004101;Router Security Enclosure;;
JAMESTOWN CONTAINER COMPANIES;1710249.ARD;980016796;Epe Foam Insert;ONE01;2/20/2023
Banner;17423;TK-92925;MultiHop 2.4 GHz Repeater - Master Radio for Intl Use;;
Mega Electronics, Inc.;17501;466001012;Pwr Cd 18ga 10' Iec/125v;SIM01;11/4/2021
Mega Electronics, Inc.;17501;F2305;F2305 120v Standard Power Cord;;
Diebold Nixdorf, Inc.;1750305629;980027202;Antiglare K2.0 Kiosk Pc;DIE02;2/8/2023
Diebold Nixdorf, Inc.;1750305630;980027201;"32"" Touch-Lcd Display";DIE02;3/1/2023
Diebold Nixdorf, Inc.;1750312323;980027210;Kiosk Keys (2);DIE02;3/16/2023
EPSON EPS12;1767432;980017610;Case Lwr Aa Tm-T88v Epson;EPS12;2/6/2023
EPSON EPS12;1767434;980017656;Cvr,Cutter,Ab (Edg) 1 A;EPS12;12/2/2022
TES America, LLC;17-8071-213;001856020;"Tch Scrn Cap 15"" Rohs";MIC02;10/26/2020
TES America, LLC;17-8071-213;001856020;"Tch Scrn Cap 15"" Rohs";TES01;6/2/2021
3M;17-8071-213;001856020;"Tch Scrn Cap 15"" Rohs";MIC02;10/26/2020
3M;17-8071-213;001856020;"Tch Scrn Cap 15"" Rohs";TES01;6/2/2021
Keystone Electronics;1801B;874008201;Standoff  Round Aluminum Threaded;;
EPSON AMERICA;1814352;980017629;Auto Cutter Unit Aa Tm-T88v;EPS12;3/16/2023
JIA HUI/HARDWARE SPEC;187-0022 (H);848003923;Scr 8-18 X .500 Pph Hi-Lo;THR10;8/29/2022
VELCRO;190984;805-393-001;Velcro, Loop-#100 1w;TEX03;3/16/2023
PC CABLES;1910;144004102;Mod Phone Adptr 1 Jack/2 Jack;;
PC CABLES;1910;144004212;Rj45-Db9f Adapter;;
PC CABLES;1915;144004213;Rj45-Db25m Adapter;CAB02;2/5/2020
KENDALL HOWARD LLC;1915-3-001-08;551004801;Wall Mnt Rack 8u Taco Bell;KEN20;7/8/2020
KENDALL HOWARD LLC;1915-3-001-08;K4594-01;Wall Mount Rack 8u;KEN20;10/25/2022
NCR;1924-9001-8801;988021301;Kvs Contr-Mcd'S Only;NCR10;6/15/2021
NCR;1924-K006-V001;980026410;Vesa Mtg Bracket For Kvs Cntrl;NCR10;4/8/2021
ICP Electronics;19800-025900-100-RS;980029528;M3716/T Speaker Assembly;;
Hewlett Packard;1AG59AV;980030602;MISC No Included Keyboard;;
Hewlett Packard;1AG60AV;980030603;Misc No Included Mouse;;
Hewlett Packard;1AG63AV;980030611;No OS Software;;
QSR AUTOMATIONS, INC.;200-1016;294006902;Keypad Staging Service (Overlay);;
Avnet;20285;K5400;Timer Installation Kit;;
legrand;20686;144003401;Gender Changer Hd15m To Hd15m;;
Zebra Technologies Corporation;20-71043-04R;980028903;Scanner Stand;SCA05;11/18/2022
VERIFONE;207890-001;980026223;"Cable Label: ""Pc""";;
VERIFONE;207891-001;980026221;"Braille Label:""Assistance""";;
VERIFONE;207892-001;980026229;"Cable Label: ""Display""";;
VERIFONE;207895-001;980026220;"Braille Label: ""Press For""";;
VERIFONE;208233-001;980026225;"Cable Label: ""Printer""";;
VERIFONE;208239-001;980026228;"Cable Label: ""Scanner""";;
VERIFONE;208240-001;980026224;"Cable Label: ""Payment""";;
VERIFONE;208245-001;980026227;"Cable Label: ""Fan""";;
VERIFONE;208247-001;980026226;"Cabel Label: ""Lights""";;
VERIFONE;208248-001;980026222;"Braille Label:""Scan Here""";;
Avnet;20883;7004683753;AWC600 Wired Timer;;
SSOT (Shanghai Pufeng);20M204DA4;985014401;Vfd 2 X 20 Rs-232;BCM01;5/9/2022
SSOT (Shanghai Pufeng);20M204DA4;985014401;Vfd 2 X 20 Rs-232;FUT03;7/7/2022
SSOT (Shanghai Pufeng);20M204DA4;985014401;Vfd 2 X 20 Rs-232;SHA100;10/13/2022
SHANGHAI PUFENG;20S401DA1;985004176;Vfd Disp 4 Line X 20 Charact;SHA100;6/6/2022
3M STATIC CONTROL;2100-10X12;850008701;Bag-Trans 12x10 Stat Barr;;
3M STATIC CONTROL;2100-12X16;850008704;Bag-Trans 16x12 Stat Barr.;HAR22;5/12/2020
3M STATIC CONTROL;2100-15X8;850008706;Bag-Trans 18x15 Stat Barr.;HAR22;12/8/2022
RAF ELECTRONIC HARDWARE;2100-440-SS-0;874003107;Standoff-Hex 4-40 X 1/4;THR10;3/25/2020
3M STATIC CONTROL;2100-4X6;850008702;Bag-Trans 6x4 Stat Barr.;;
3M STATIC CONTROL;2100-8X12;850008707;Bag-Static 8 X 12;;
Integrated Labeling;2100BK11045;828000503;Zebra Ptr Ribbon (Z2100);INT52;1/10/2022
EPSON EPS12;2107360;980017669;Lead Wire Buzzer;EPS12;3/6/2023
DELL MARKETING LP - PA;210-ASDX;980015681;Dell 3070 Optiplex BOC;;
EPSON EPS12;2116252;980017606;Rs-232 I/F Crct Bd Unit, E Eps;;
EPSON EPS12;2122617;980017661;Parallel I/F Circ Bd Unit Ga1a;EPS12;3/13/2023
EPSON EPS12;2128877;980017621;OBS (use 980017667) MAIN CIRCUIT BD UNIT AAA;;
Symantec;21353868;989005503;Norton Antivirus Oem S/W;;
Avnet;21455;TK-65003-EU;Raspberry PI EU (Leader Board);AVN01;12/16/2022
EPSON EPS12;2155508;980024342;Thermal Print Head Unit,I;EPS12;9/7/2021
EPSON EPS12;2193888;980024369;Main,Circuit Board Unit,Aax;EPS12;9/27/2021
EPSON EPS12;2198306;980017667;Main Circuit Board, EAA WBRA-A05,32,W/Buzzer,ANK;EPS12;3/4/2022
Avnet;22042;TK-65003-US;Raspberry PI US (Leader Board);AVN01;2/9/2023
JAMESTOWN CONTAINER COMPANIES;2207955;850034902;Insert 20 x 25.552 for Replacement Carton Video;ONE01;3/7/2023
JAMESTOWN CONTAINER COMPANIES;2207975;850034901;"Replacement Carton Video, RSC 33"" x 82""";ONE01;2/28/2023
EPSON EPS12;2214677;980017664;Thermal Ptr Head Assy Ad;EPS12;12/22/2022
EPSON EPS12;2214934;980017668;Buzzer Board;EPS12;11/28/2022
IEI INTEGRATION CORP;23000-02150AU02-RS;980029520;"M3716/T 21.5"" LCD";;
CDW;2381227;633000501;M5 Hardware Kit;CDW01;1/9/2020
Essentra Components;23TA00250;7001597270;Screw Tab - #8, M01 Micro Plastics;;
VERIFONE;24627-01-R;363010903;Power Cable Twist Lock, L2;VER08;12/27/2022
Omnitronix;25BBBBCBL;C4646;Daisy Chain Cable for Plastic Bump Bars for McDonald's;;
OMNITRONICS;25USBBBCBL;467030401;C/A 25ft Usb Bump Bar Mcds;OMN03;2/23/2023
OMNITRONIX CORP;25UTPOR;980029006;25ft CAT5E Orange;;
OMNITRONIX CORP;25VGAP;C3644;C/A Clr Vga M/F 25' Ddc-2;CAB02;12/20/2021
Ansen Corporation;26102133670;26102133670;Screw,TF,0-42x.188,Plastite,Pan,Torx,Stl,Zinc w/Black Magni;;
FASTENAL COMPANY;26102133670;26102133670;Screw,TF,0-42x.188,Plastite,Pan,Torx,Stl,Zinc w/Black Magni;;
AURUS, INC.;269035584;269035584;PARPAY-SecureDestroy;AUR05;7/20/2022
Associated Bag;270-12;26101125610;Bag 3 X 3  ZipLock Clear Poly;;
legrand;27151;467035905;C/A Cat6 Lan 3ft Black 5 Guys;CAB02;5/20/2021
legrand;27161;467035903;C/A Cat6 Lan 3ft White 5 Guys;CAB02;6/3/2021
legrand;27181;467035901;C/A Cat6 Lan 3ft Red 5 Guys;CAB02;9/22/2021
WELL SHIN;27400;F2330;Pwr Cord Es2k 6ft Mini 3p Usa;CAB02;9/15/2020
HEYCO;2763;555000718;Plug,Pnl Dp-1500 Nylon Black;HAR22;2/20/2023
legrand;27901;466004001;FLAT PANEL POWER CORD 3ft;CAB02;5/24/2021
TRANSACT;28-06375;F3898;Pwr Cd Nema 5-15p/Iec 6 Feet;CAB02;10/13/2022
TRANSACT;28-06376;F3897;Pwr Cd L5-15p/Iec 10 Feet;CAB02;4/15/2022
TRANSACT;28-06376;F3897;Pwr Cd L5-15p/Iec 10 Feet;ITH01;9/8/2021
legrand;28103;467028901;Usb Printer Cable Kfc;DEL13;4/12/2022
C2G (CABLES TO GO);28107;980023101;C/A 2.5 METER Y-CABLE for 0700L (M3705);CAB02;2/7/2023
C2G (CABLES TO GO);28107;980023101;C/A 2.5 METER Y-CABLE for 0700L (M3705);SCA05;3/2/2021
TRANSACT TECHNOLOGIES INC.;28-15479;980021101;Paper Roll Spacer;ITH01;12/27/2022
DELPHI DISPLAY SYSTEMS;2817-0003-0001;980013714;Key-Speaker Post;DEL17;8/9/2021
Fengquin;2828IBOX-60;467033402;Speaker With C/A 380mm,380mm;CCF01;10/26/2021
FASTENAL COMPANY;28795;26101738883;Screw, Mach, 6-32 x .375, Pan, Phil, Stl, Zinc w/Clr;;
legrand;2937;144004213;Rj45-Db25m Adapter;CAB02;2/5/2020
legrand;2943;144004102;Mod Phone Adptr 1 Jack/2 Jack;;
legrand;2943;144004212;Rj45-Db9f Adapter;;
AURUS;296148891AB;IPP-350CBL;Network Cable For Ingenico 350;;
INGENICO;296148891AD;980015656;Com Box (For Ipp350 & Isc 250);ING06;2/28/2022
INGENICO;296196003;980015636;Power Supply For Ipp350;ING06;5/2/2022
INGENICO;296196003;980019801;P/S Us 120v Ac/8v Dc 2a;ING06;2/11/2020
INGENICO;296196003;980028411;Power Supply (Kfc);ING06;1/14/2020
Lexmark International, Inc.;29S0050;984010201;Lexmark MS431dn Single Function Printer;SYN10;11/11/2020
Lexmark International, Inc.;29S0200;984010301;Lexmark MX431adn  Multi function Printer;CDW01;2/18/2021
Lexmark International, Inc.;29S0200;984010301;Lexmark MX431adn  Multi function Printer;SYN10;10/19/2020
Lexmark International, Inc.;29S0636;984010302;Lexmark MX431 and  Multi function Ptr-2 Yr extended warranty;SYN10;1/17/2023
Lexmark International, Inc.;29S0637;984010202;Lexmark MS431dn Single Function Ptr - 2 Yr Extended Warranty;INS15;3/7/2022
Lexmark International, Inc.;29S0637;984010202;Lexmark MS431dn Single Function Ptr - 2 Yr Extended Warranty;SYN10;6/30/2022
IOI TECHNOLOGY CORPORATION;2CIDE-SATA07;182003304;Pata To Sata Bridge Board;;
Hewlett-Packard;2FT00AA;542008701;Bracket Thin Client Mtg Mcds;HEW01;1/12/2021
Hewlett-Packard;2FT00AA;542008701;Bracket Thin Client Mtg Mcds;SYN10;10/15/2021
KENDALL HOWARD LLC;3000-1-102-02;551005001;"Shelf 2u 12"" Vented Kfc";KEN20;4/21/2021
KENDALL HOWARD LLC;3000-1-102-02;K3564;"Shelf 2u 12"" Vented Kfc";KEN20;10/19/2022
BR METAL TECHNOLOGY, INC.;3011;542003201;Mtg Brkt-Bump Bar (K4710);BRM01;12/6/2022
CoFan;30-2124;235003501;Heatsink & Blower;;
BR METAL TECHNOLOGY, INC.;3025BP;542003402;Mtg Brkt-Pinpad 1000se;;
JAMESTOWN CONTAINER COMPANIES;3041079;850034501;23” x 12” x 17” 4 unit Carton;ONE01;11/4/2021
Fastener SuperStore, Inc.;304881;848003920;#8-18X.375 HI-LO Philips Flat Head Screw;THR10;3/8/2023
STARMICRONICS;30782110;980020915;Ps60a-24c Us Power Supply;STA12;1/27/2023
IEI INTEGRATION CORP;31000-000068-RS;980029506;M3720: CR2032 Batt Assy;;
IEI INTEGRATION CORP;31000-000105-RS;980029506;M3720: CR2032 Batt Assy;;
DELL MARKETING LP - PA;310-8687;467028901;Usb Printer Cable Kfc;DEL13;4/12/2022
DELL MARKETING LP - PA;31-2933 4W840;M8300;Keyboard Usb Gray;;
BR METAL TECHNOLOGY, INC.;3140VS;K3687D;Pwr Brick Brkt W/Two Velcro St;BRM01;1/12/2023
LENOVO;31P10UYS1MJ02;31P10UYS1MJ02;KVS Controller M625q McDonald's 5 yr. Warranty;;
ICP Electronics;32001-008002-100-RS;980029524;M3716T Touch Cable;;
IEI INTEGRATION CORP;32001-010102-100-RS;980029513;M3716/T USB Cable;;
IEI INTEGRATION CORP;32002-004700-100-RS;980029516;M3716/T Power Cable;;
IEI INTEGRATION CORP;32007-002501-100-RS;980029515;M3716/T Audio Cable;;
GRAPHIC CONTROLS;32009032;754001802;Label-Blank 4 X 3;HAR22;9/22/2022
GRAPHIC CONTROLS;32009032;754001802;Label-Blank 4 X 3;SIM01;1/6/2022
ICP Electronics;32133-032100-100-RS;980029527;M3716/T OSD Cable;;
BR METAL TECHNOLOGY, INC.;3245;K3687A;Adds Bracket-Mcd'S Only;BRM01;11/30/2022
ICP Electronics;32602-030500-100-RS;980029526;M3716/T LCD LVDS Cable;;
ICP Electronics;32605-004900-100-RS;980029525;M3716/T Backlight Cable;;
Phino Electrical Wire & Cable Co., Ltd.;32701-000101-100-RS;F2350;Right angle Power Cord 8' - US Plug;POS36;3/3/2022
Phino Electrical Wire & Cable Co., Ltd.;32701-000101-100-RS;F2350;Right angle Power Cord 8' - US Plug;PTCB;2/21/2022
Phino Electrical Wire & Cable Co., Ltd.;32701-000101-100-RS;F2350;Right angle Power Cord 8' - US Plug;SPA11;3/21/2023
POSBank;33007504;980029215;Helix: Rubber foot / pad - pedestal stand;;
DELL MARKETING LP - PA;331-5070;M8300;Keyboard Usb Gray;;
HARDWARE;3325;571000102;Clamp,Wire 5/16 Nylon;THR10;11/17/2021
HARDWARE;3326;571000103;Clamp,Wire 3/8 Nylon;THR10;11/17/2021
HONEYWELL;3330G-4;794004301;Scanner Honeywell 3330g;HON10;3/17/2023
MONOPRICE.COM;3339;467031701;C/A 15ft Svga M/M With Audio;MON35;6/22/2022
Prince Castle;333-P2KIT2;542006602;2-Sided Reg Menu Printer Stand;;
Prince Castle;333-P2UHC;542006606;Breakfast Printer Stand;;
HARDWARE;3353-black;571000108;Clamp,Wire 3/16 Nylon Black;;
CRANE PAYMENT SOLUTIONS;340-314S (ES201);980011705;Keys;;
ICP Electronics;34100-000502-RS;980029512;M3270 IO Bracket;;
ICP Electronics;34100-000502-RS;980029535;M3720 Thermal Pad;;
SAGER POWER SYSTEMS;34871790456;34871790456;Box, C1060 / XT-1 Battery;;
SAGER POWER SYSTEMS;34871833694;34871833694;Box, G5 Battery;;
LEXMARK;35S0200;984009101;Lexmark Ms410dn Ptr 3yr Yum;;
LEXMARK;35S3389;984009001;Lexmark Mx310dn Ptr 3yr Yum;;
ENGINEERED NETWORK;367-0731-B;294005703;Glu And Rubber Pad For Mx915;;
ENS Group;367-0731-B;294005703;Glu And Rubber Pad For Mx915;;
ENS Group;367-2481;294005702;Swivel Stand Mx915 For 5 Guys;;
ENGINEERED NETWORK;367-2481-D;294005702;Swivel Stand Mx915 For 5 Guys;;
ENS Group;367-4005-01;542008501;Base,Grommet Mount;ENG15;4/25/2022
ENS Group;367-4006-22;542008502;"Pole 2"" X 24""";ENG15;4/25/2022
ENS Group;367-4008-16;542008503;Double Pivot Rotating Clamp;ENG15;4/25/2022
ENS Group;367-4358;542008101;"Pole Mount Assy 11.13""";;
Lexmark International, Inc.;36S0291;984010101;Lexmark-Mx321 Bw Ptr;SYN10;8/17/2020
LEXMARK;36S0291;984010101;Lexmark-Mx321 Bw Ptr;SYN10;8/17/2020
ANIXTER, INC.;371048-REV1;542002502;Lan Wall Mount Bracket;ANI03;3/3/2023
STARMICRONICS;37451721;980020912;Case B Unit Bsc1 Gry Par;STA12;10/17/2019
STARMICRONICS;37458250;980020903;Main Logic Bd E Unit Bsc1par;STA12;7/16/2020
GENERAL BINDING CORPORATION (GBC);3748022;807000801;Badge Reel,Retractable,Black;AMA04;4/15/2022
DELL MARKETING LP - PA;375-7776;467028901;Usb Printer Cable Kfc;DEL13;4/12/2022
Extech;380193;902001302;Passive Component LCR Meter;AMA04;3/20/2023
Extech;380193;902001302;Passive Component LCR Meter;DIG04;9/27/2021
legrand;3983;467035906;C/A Cat6 Lan 6ft Black 5 Guys;CAB02;5/11/2021
ZHANGJIAGAN HONGSHENG ELEC CO;39903;K8571;4 Bl/8 Coin Till Insrt Can/Int;;
Ennoconn Corporation;3A013YV00-600- GA01;004012405;F/G K8983A-01 Tablet Dock;ENN01;8/24/2022
Ennoconn Corporation;3A013YV00-600-GA00;004012404;F/G K8983A-01 TABLET DOCK;ENN01;11/11/2020
Ennoconn Corporation;3A014BS00-600- GA01;004041503;F/G K8983-02 QUAD TBLT CHRGR;ENN01;3/3/2023
Ennoconn Corporation;3A014BS00-600-GA00;004041502;F/G K8983-02 Quad Tblt Chrgr;ENN01;1/11/2021
Ennoconn Corporation;3A014BS00-600-GA00;004041503;F/G K8983-02 QUAD TBLT CHRGR;ENN01;3/3/2023
Ennoconn Corporation;3A0265E00-J03-G;850032604;CARTON K8983-02;;
GIN Packing;3A030G200-J03-G;850031603;Carton K8983-01 Single Pack;;
GIN Packing;3A030G200-J03-G-4;850031604;Carton K8983-01 Multi Pack;;
FLYTECH TECHNOLOGY CO, LTD.;3BB0E009010;980016795;Pe Bag For System;;
FLYTECH TECHNOLOGY CO, LTD.;3BM100002010;980016798;Desiccative Material;;
FLYTECH TECHNOLOGY CO, LTD.;3P62040K000A;980016778;Vfd Lens;FLY02;11/16/2021
Xerox;3R2047;A3881;White Copy Paper for Standard Inkjet or Laser - 1 Case;HIL15;9/9/2021
Xerox;3R5183;A3881;White Copy Paper for Standard Inkjet or Laser - 1 Case;HIL15;9/9/2021
Omnitronix;3UTPYL;980017830;3’ Yellow CAT5E plain, no red Heatshrink. No label;;
FLYTECH TECHNOLOGY CO. LTD;3XMH00000130;680000803;Hinge,Friction,50kgf/Cm;;
Hewlett-Packard;3Y156US;988023401;HP Engage Flex Pro-C;SYN10;11/24/2021
Hewlett Packard;3Y156US#ABA;988023401;HP Engage Flex Pro-C;SYN10;11/24/2021
legrand;4000;467035902;C/A Cat6 Lan 6ft Red 5guys;CAB02;6/3/2021
Logic Controls/Bematech;400057;986002202;Kb1700 B/B Overlay Pizza Hut;;
LOGIC CONTROLS;400063;986002201;Kb1700 Bump Bar W/Cbl Pizza Ht;LOG01;7/6/2020
legrand;4001055;182002001;Ptr A/B Switch Box Centronic F;CAB02;5/16/2022
legrand;4001055;182002001;Ptr A/B Switch Box Centronic F;CAB35;1/3/2023
